composition OQMD_Id A_atom B_atom OQMD_unrelaxed_lattice_parameter OQMD_relaxed_lattice_parameter
HoTaO3 352066 Ta Ho 4.77489200 4.21043500
HoTcO3 353942 Ho Tc 4.71732800 3.92677400
HoTcO3 355280 Tc Ho 4.71732800 4.24618900
HoTeO3 352958 Ho Te 4.99757100 4.22975900
HoTeO3 353460 Te Ho 4.99757100 4.30246300
HoThO3 350814 Ho Th 4.98253800 4.55196200
HoThO3 350925 Th Ho 4.98253800 4.26024800
HoTiO3 350319 Ho Ti 4.76707100 3.86702300
HoTiO3 352599 Ti Ho 4.76707100 4.22678700
HoTlO3 352360 Ho Tl 4.92501900 4.22817200
HoTlO3 354402 Tl Ho 4.92501900 4.34052700
HoTmO3 350259 Ho Tm 4.94493400 4.18611100
HoTmO3 352133 Tm Ho 4.94493400 4.22429100
HoUO3 352715 U Ho 4.81569800 4.26726700
HoUO3 354311 Ho U 4.81569800 4.38306600
HoVO3 350599 Ho V 4.71274000 3.84428900
HoVO3 351308 V Ho 4.71274000 4.24059600
HoWO3 352218 Ho W 4.74276200 3.95641800
HoWO3 353901 W Ho 4.74276200 4.22686100
HoZnO3 350970 Zn Ho 4.73325800 4.25433700
HoZnO3 353884 Ho Zn 4.73325800 3.80188900
HoZrO3 351017 Zr Ho 4.85029900 4.21889000
HoZrO3 355117 Ho Zr 4.85029900 4.11950600
In2O3 352557 In In 4.81809100 4.10654100
InAgO3 352513 In Ag 4.68489800 4.02847800
InAgO3 354224 Ag In 4.68489800 4.14065800
InAsO3 354720 In As 4.75197700 3.89523600
InAsO3 354810 As In 4.75197700 4.09014700
InAuO3 350660 Au In 4.68345800 4.13165800
InAuO3 352040 In Au 4.68345800 4.07597500
InBiO3 351819 Bi In 4.94808900 4.14104800
InBiO3 354013 In Bi 4.94808900 4.27233300
InBO3 350436 B In 4.53783600 4.12251400
InBO3 352380 In B 4.53783600 3.43000600
InCoO3 350961 In Co 4.59178200 3.72080500
InCoO3 355038 Co In 4.59178200 4.07686300
InCuO3 351339 In Cu 4.60331500 3.73247500
InCuO3 354622 Cu In 4.60331500 4.10500700
InFeO3 354743 In Fe 4.60331900 3.99565800
InGaO3 351218 Ga In 4.72318900 4.09838300
InGaO3 354398 In Ga 4.72318900 3.90142800
InGeO3 354512 In Ge 4.76846600 3.80120500
InGeO3 355102 Ge In 4.76846600 4.10154400
InHgO3 351887 In Hg 4.79689400 4.16845300
InHgO3 352535 Hg In 4.79689400 4.13952600
InIrO3 353781 Ir In 4.64030800 4.10011100
InIrO3 354817 In Ir 4.64030800 3.95615100
InMoO3 354984 In Mo 4.66253700 3.99530000
InMoO3 355010 Mo In 4.66253700 4.08395900
InNiO3 352634 In Ni 4.59005700 3.69462200
InOsO3 353562 In Os 4.63756300 3.95674800
InOsO3 354354 Os In 4.63756300 4.09616600
InPbO3 350722 In Pb 4.87838700 4.23033800
InPbO3 350748 Pb In 4.87838700 4.18184200
InPdO3 350117 In Pd 4.64885700 3.95453600
InPdO3 350572 Pd In 4.64885700 4.10889500
InPtO3 351911 Pt In 4.65491800 4.11794800
InPtO3 352199 In Pt 4.65491800 3.99406900
InReO3 351507 Re In 4.64898500 4.09206000
InReO3 352542 In Re 4.64898500 3.96139600
InRhO3 353082 Rh In 4.63443900 4.10804300
InRhO3 353820 In Rh 4.63443900 3.94478300
InRuO3 351908 Ru In 4.63130400 4.09831200
InRuO3 355142 In Ru 4.63130400 3.93187500
InSbO3 351543 In Sb 4.87712100 4.07824200
InSbO3 355211 Sb In 4.87712100 4.10964900
InSiO3 350715 In Si 4.72944300 3.63510300
InSiO3 352727 Si In 4.72944300 4.09215500
InSnO3 352783 In Sn 4.83196400 4.05292400
InSnO3 352921 Sn In 4.83196400 4.14151900
InTcO3 353669 In Tc 4.64034600 3.94764800
InTcO3 354932 Tc In 4.64034600 4.09584800
InTeO3 351623 In Te 4.92916200 4.16049000
InTeO3 351779 Te In 4.92916200 4.14598800
InWO3 352222 In W 4.66662300 3.99839700
InWO3 354278 W In 4.66662300 4.07531500
Ir2O3 354267 Ir Ir 4.44774500 3.89825700
IrAuO3 351873 Au Ir 4.49465400 3.91451900
IrAuO3 352010 Ir Au 4.49465400 4.03688100
IrOsO3 350797 Ir Os 4.44475800 3.87595800
IrOsO3 355253 Os Ir 4.44475800 3.91880100
IrPbO3 351496 Ir Pb 4.70521700 4.18133200
IrPbO3 352026 Pb Ir 4.70521700 3.99914300
IrPdO3 351182 Pd Ir 4.45704900 3.87709300
IrPdO3 352196 Ir Pd 4.45704900 3.92582800
IrPtO3 351660 Ir Pt 4.46364100 3.95593500
IrPtO3 353401 Pt Ir 4.46364100 3.89314500
IrRhO3 354886 Ir Rh 4.44135700 3.88441300
IrRhO3 354906 Rh Ir 4.44135700 3.88409300
IrRuO3 350517 Ru Ir 4.43794300 3.89537200
IrRuO3 352501 Ir Ru 4.43794300 3.86505700
IrWO3 351025 W Ir 4.47636700 3.92375700
IrWO3 353514 Ir W 4.47636700 3.90940000
K2O3 353567 K K 5.94663300 4.59503500
KAcO3 353492 K Ac 5.56575400 4.54164500
KAcO3 354887 Ac K 5.56575400 4.28758300
KAgO3 352995 K Ag 5.33733600 4.11528600
KAgO3 353315 Ag K 5.33733600 4.32666700
KAlO3 353260 K Al 5.33205500 3.81155400
KAlO3 354243 Al K 5.33205500 4.15162200
KAsO3 353969 K As 5.38925500 3.80147500
KAsO3 353982 As K 5.38925500 4.20499800
KAuO3 351377 K Au 5.33622700 4.11026000
KAuO3 352352 Au K 5.33622700 4.30204500
KBaO3 352282 Ba K 5.83261900 4.44930700
KBaO3 354533 K Ba 5.83261900 4.62027100
KBeO3 350790 K Be 5.23030000 3.67367400
KBeO3 351413 Be K 5.23030000 4.14229700
KBiO3 351206 Bi K 5.54364300 4.24082500
KBiO3 352684 K Bi 5.54364300 4.22576700
KBO3 354529 B K 5.22521100 4.39620600
KBO3 355072 K B 5.22521100 3.53381000
KCaO3 351719 K Ca 5.62727600 4.41646300
KCaO3 354199 Ca K 5.62727600 4.24037400
KCdO3 352041 Cd K 5.38857800 4.22370700
KCdO3 354303 K Cd 5.38857800 4.21904200
KCeO3 350854 Ce K 5.53259000 4.22890800
KCeO3 354501 K Ce 5.53259000 4.62722100
KCoO3 351093 K Co 5.26606300 3.82247300
KCoO3 355100 Co K 5.26606300 4.34092900
KCrO3 351669 K Cr 5.27841600 3.81363700
KCrO3 353805 Cr K 5.27841600 4.44564400
KCuO3 351728 K Cu 5.27483900 3.83985200
KCuO3 354883 Cu K 5.27483900 4.38902600
KDyO3 350153 K Dy 5.50185500 4.41624000
KDyO3 353738 Dy K 5.50185500 4.16589900
KErO3 354009 Er K 5.49165800 4.14543700
KErO3 354034 K Er 5.49165800 4.38115900
KEuO3 351404 K Eu 5.67852200 4.51982000
KEuO3 351540 Eu K 5.67852200 4.23421800
KFeO3 352519 K Fe 5.27484200 3.86216900
KGaO3 350132 Ga K 5.36691500 4.34021600
KGaO3 354632 K Ga 5.36691500 3.94573600
KGdO3 350423 K Gd 5.51847300 4.45475000
KGdO3 350841 Gd K 5.51847300 4.16702200
KGeO3 353736 Ge K 5.40208900 4.23411900
KGeO3 354698 K Ge 5.40208900 3.82944200
KHfO3 351011 Hf K 5.39760600 4.13318300
KHfO3 352791 K Hf 5.39760600 4.14630100
KHgO3 349992 K Hg 5.42428000 4.24125200
KHgO3 353293 Hg K 5.42428000 4.30313700
KHoO3 351704 K Ho 5.49722400 4.39847500
KHoO3 354663 Ho K 5.49722400 4.15651100
KInO3 351024 K In 5.44088000 4.21887900
KInO3 354079 In K 5.44088000 4.22859500
KIrO3 351163 Ir K 5.30308800 4.30991000
KIrO3 351425 K Ir 5.30308800 3.93088900
KLaO3 351923 La K 5.56686700 4.23406800
KLaO3 355030 K La 5.56686700 4.56349800
KLiO3 351619 K Li 5.38976800 3.84834100
KLiO3 352483 Li K 5.38976800 4.38454500
KLuO3 352857 K Lu 5.47937700 4.32103500
KLuO3 353364 Lu K 5.47937700 4.13076800
KMgO3 352614 K Mg 5.40849100 4.00315100
KMgO3 353227 Mg K 5.40849100 4.17804800
KMnO3 350980 K Mn 5.28063900 3.88508000
KMnO3 351438 Mn K 5.28063900 4.38389800
KMoO3 352467 Mo K 5.32013400 4.20009600
KMoO3 354428 K Mo 5.32013400 3.93687000
KNaO3 354103 K Na 5.58594000 4.23632200
KNaO3 354687 Na K 5.58594000 4.47409400
KNbO3 352182 K Nb 5.34836000 4.02933300
KNbO3 352683 Nb K 5.34836000 4.19489500
KNdO3 349993 Nd K 5.53057900 4.20160200
KNdO3 350921 K Nd 5.53057900 4.56764800
KNiO3 354363 K Ni 5.26475100 3.90022000
KNpO3 353363 K Np 5.36279700 4.31388200
KNpO3 355028 Np K 5.36279700 4.22151400
KOsO3 354707 K Os 5.30098700 3.90282900
KOsO3 354896 Os K 5.30098700 4.31226600
KPaO3 351222 K Pa 5.42822700 4.39492900
KPbO3 350717 K Pb 5.48834100 4.29098200
KPbO3 351235 Pb K 5.48834100 4.33391700
KPdO3 350034 K Pd 5.30963800 4.00582600
KPdO3 351436 Pd K 5.30963800 4.24639900
KPmO3 351691 Pm K 5.51946800 4.19064500
KPmO3 351926 K Pm 5.51946800 4.53583600
KPrO3 351612 K Pr 5.53453700 4.59488800
KPrO3 354006 Pr K 5.53453700 4.21361800
KPtO3 350350 K Pt 5.31428600 4.00977100
KPtO3 354677 Pt K 5.31428600 4.38576500
KPuO3 350371 K Pu 5.37640600 4.33506700
KRbO3 353595 K Rb 6.10556200 4.49675700
KRbO3 354728 Rb K 6.10556200 4.66494400
KReO3 350046 Re K 5.30973600 4.17093500
KReO3 355119 K Re 5.30973600 3.91361800
KRhO3 352291 K Rh 5.29859600 3.94577500
KRhO3 354691 Rh K 5.29859600 4.37093800
KRuO3 351069 K Ru 5.29619800 3.89985300
KRuO3 351451 Ru K 5.29619800 4.33170200
KSbO3 352554 Sb K 5.48734100 4.21861000
KSbO3 353685 K Sb 5.48734100 3.99465000
KScO3 350949 Sc K 5.42839200 4.14207100
KScO3 354554 K Sc 5.42839200 4.16291700
KSiO3 350304 K Si 5.37176100 3.65043400
KSiO3 352988 Si K 5.37176100 4.20305700
KSmO3 351736 Sm K 5.51987200 4.18389500
KSmO3 353806 K Sm 5.51987200 4.51410200
KSnO3 350102 Sn K 5.45176800 4.29461300
KSnO3 352449 K Sn 5.45176800 4.11123500
KSrO3 350499 Sr K 5.74978600 4.32359200
KSrO3 352084 K Sr 5.74978600 4.59707200
KTaO3 353058 K Ta 5.34882900 4.00426800
KTaO3 353131 Ta K 5.34882900 4.12746900
KTbO3 351046 K Tb 5.50746000 4.43424400
KTbO3 352707 Tb K 5.50746000 4.16625200
KTcO3 350439 Tc K 5.30311700 4.21973700
KTcO3 354565 K Tc 5.30311700 3.90372300
KTeO3 353348 K Te 5.52858000 4.08777300
KTeO3 353838 Te K 5.52858000 4.26383900
KThO3 350036 Th K 5.51630600 4.24138700
KThO3 352537 K Th 5.51630600 4.53273900
KTiO3 350733 Ti K 5.34259900 4.14235800
KTiO3 354450 K Ti 5.34259900 3.94195300
KTlO3 351165 K Tl 5.46952400 4.27990500
KTlO3 354740 Tl K 5.46952400 4.42885600
KTmO3 350807 K Tm 5.48568800 4.35790100
KTmO3 353921 Tm K 5.48568800 4.13867500
KUO3 352272 K U 5.38142700 4.34298500
KUO3 353528 U K 5.38142700 4.20340800
KVO3 353905 V K 5.29948700 4.39668300
KVO3 354659 K V 5.29948700 3.81218100
KWO3 351574 W K 5.32327400 4.24178100
KWO3 354395 K W 5.32327400 3.94137500
KYbO3 352363 Yb K 5.60660800 4.18881800
KYbO3 353269 K Yb 5.60660800 4.29439200
KYO3 350729 Y K 5.51804100 4.16465300
KYO3 351853 K Y 5.51804100 4.44121900
KZnO3 352309 Zn K 5.31573500 4.19909000
KZnO3 354462 K Zn 5.31573500 3.94233200
KZrO3 350167 Zr K 5.40919100 4.13232300
KZrO3 353989 K Zr 5.40919100 4.20467300
La2O3 351063 La La 5.12672300 4.59166300
LaAgO3 351075 Ag La 4.85270800 4.47176700
LaAgO3 354765 La Ag 4.85270800 4.07067000
LaAlO3 350042 La Al 4.84631800 3.78284600
LaAlO3 353434 Al La 4.84631800 4.44293400
LaAsO3 350953 La As 4.91531700 4.05785700
LaAsO3 353958 As La 4.91531700 4.47239900
LaAuO3 351157 Au La 4.85136600 4.40506400
LaAuO3 355265 La Au 4.85136600 4.13979800
LaBeO3 350843 La Be 4.72233500 3.67141900
LaBeO3 353684 Be La 4.72233500 4.40555900
LaBiO3 352087 La Bi 5.09930700 4.41257000
LaBiO3 352478 Bi La 5.09930700 4.53309400
LaBO3 352217 B La 4.71609000 4.35227500
LaBO3 352426 La B 4.71609000 3.59171900
LaCdO3 353500 Cd La 4.91450400 4.45394800
LaCdO3 354451 La Cd 4.91450400 4.13989400
LaCeO3 351422 La Ce 5.08623600 4.55827800
LaCeO3 352327 Ce La 5.08623600 4.54396500
LaCoO3 351588 La Co 4.76609800 3.77719500
LaCrO3 354605 La Cr 4.78116700 3.89631600
LaCrO3 354993 Cr La 4.78116700 4.41681300
LaCuO3 352870 La Cu 4.77680600 3.83099600
LaCuO3 353392 Cu La 4.77680600 4.34561800
LaDyO3 350663 La Dy 5.04981200 4.30121300
LaDyO3 351673 Dy La 5.04981200 4.50609000
LaErO3 351001 Er La 5.03770100 4.50462100
LaErO3 351379 La Er 5.03770100 4.25717300
LaEuO3 350176 Eu La 5.25765800 4.45220800
LaEuO3 353965 La Eu 5.25765800 4.29381100
LaFeO3 353734 Fe La 4.77681000 4.35142800
LaFeO3 354912 La Fe 4.77681000 3.91617600
LaGaO3 354291 La Ga 4.88842600 3.88252600
LaGaO3 355233 Ga La 4.88842600 4.43499700
LaGdO3 353143 Gd La 5.06952100 4.51459300
LaGdO3 355075 La Gd 5.06952100 4.35086100
LaGeO3 350402 La Ge 4.93073400 3.94328400
LaGeO3 352547 Ge La 4.93073400 4.46064200
LaHfO3 350049 Hf La 4.92535100 4.48579900
LaHfO3 354761 La Hf 4.92535100 4.11063200
LaHgO3 350916 Hg La 4.95733700 4.45863700
LaHgO3 352838 La Hg 4.95733700 4.22911700
LaHoO3 350830 Ho La 5.04431300 4.50816100
LaHoO3 353237 La Ho 5.04431300 4.27642900
LaInO3 350800 In La 4.97719100 4.48418800
LaInO3 351953 La In 4.97719100 4.14781500
LaIrO3 351091 Ir La 4.81118900 4.46448700
LaIrO3 354152 La Ir 4.81118900 4.00169400
LaLuO3 351314 La Lu 5.02309800 4.19297300
LaLuO3 352488 Lu La 5.02309800 4.49772100
LaMgO3 350137 Mg La 4.93841500 4.44599800
LaMgO3 351455 La Mg 4.93841500 3.90043400
LaMnO3 353178 La Mn 4.78387600 3.90889700
LaMnO3 354855 Mn La 4.78387600 4.44274600
LaMoO3 350723 La Mo 4.83187700 4.00325800
LaMoO3 354976 Mo La 4.83187700 4.45931400
LaNbO3 350607 Nb La 4.86603500 4.46692400
LaNbO3 352043 La Nb 4.86603500 4.06826300
LaNdO3 351042 La Nd 5.08385700 4.47939500
LaNdO3 351150 Nd La 5.08385700 4.52766400
LaNiO3 353262 La Ni 4.76449700 3.81314200
LaNpO3 352530 Np La 4.88346100 4.53670300
LaNpO3 353491 La Np 4.88346100 4.45542800
LaOsO3 350678 Os La 4.80863600 4.47302700
LaOsO3 352245 La Os 4.80863600 3.98469200
LaPaO3 351518 Pa La 4.96206000 4.51904000
LaPaO3 353588 La Pa 4.96206000 4.48673800
LaPbO3 351987 Pb La 5.03375900 4.50047900
LaPbO3 354626 La Pb 5.03375900 4.33670200
LaPdO3 352070 Pd La 4.81914400 4.40989900
LaPdO3 352555 La Pd 4.81914400 4.00945200
LaPmO3 350173 La Pm 5.07070000 4.44040100
LaPmO3 351859 Pm La 5.07070000 4.52168200
LaPrO3 353967 La Pr 5.08854000 4.51658700
LaPrO3 354155 Pr La 5.08854000 4.53281300
LaPtO3 354099 Pt La 4.82478400 4.47329400
LaPtO3 354822 La Pt 4.82478400 4.05928500
LaPuO3 353467 La Pu 4.89986000 4.41302800
LaPuO3 354046 Pu La 4.89986000 4.48383400
LaReO3 351168 Re La 4.81926300 4.45454600
LaReO3 351231 La Re 4.81926300 3.99176300
LaRhO3 353177 La Rh 4.80573100 3.97268200
LaRhO3 354164 Rh La 4.80573100 4.46992700
LaRuO3 350785 Ru La 4.80281500 4.46621300
LaRuO3 355283 La Ru 4.80281500 3.96393700
LaSbO3 352110 Sb La 5.03256900 4.51722300
LaSbO3 354836 La Sb 5.03256900 4.26081800
LaScO3 350806 Sc La 4.96225900 4.48011600
LaScO3 350902 La Sc 4.96225900 4.04395200
LaSiO3 350214 Si La 4.89426500 4.45213300
LaSiO3 350386 La Si 4.89426500 3.81696600
LaSmO3 350424 Sm La 5.07117800 4.52001100
LaSmO3 351061 La Sm 5.07117800 4.41478700
LaSnO3 352347 La Sn 4.99019500 4.16860300
LaSnO3 355026 Sn La 4.99019500 4.49143100
LaTaO3 354614 La Ta 4.86660200 4.04503800
LaTaO3 354990 Ta La 4.86660200 4.47536400
LaTbO3 350908 La Tb 5.05646400 4.32513500
LaTbO3 352581 Tb La 5.05646400 4.51281700
LaTcO3 351573 La Tc 4.81122400 3.98211900
LaTcO3 354158 Tc La 4.81122400 4.45508400
LaTeO3 351786 La Te 5.08149100 4.28272800
LaTeO3 353681 Te La 5.08149100 4.52568600
LaThO3 350290 La Th 5.06695300 4.56589900
LaThO3 351012 Th La 5.06695300 4.52164000
LaTiO3 351309 Ti La 4.85907300 4.46107600
LaTiO3 351555 La Ti 4.85907300 3.93628500
LaTlO3 352027 La Tl 5.01136700 4.27442100
LaTlO3 354302 Tl La 5.01136700 4.48917000
LaTmO3 352881 Tm La 5.03060500 4.49914600
LaTmO3 353896 La Tm 5.03060500 4.23223700
LaUO3 352743 La U 4.90590200 4.41532500
LaUO3 354072 U La 4.90590200 4.57570600
LaVO3 353510 V La 4.80681400 4.45864800
LaVO3 354030 La V 4.80681400 3.92067800
LaWO3 351924 W La 4.83568300 4.46885400
LaWO3 354061 La W 4.83568300 4.00416800
LaYbO3 352539 La Yb 5.17348800 4.15480400
LaYbO3 354646 Yb La 5.17348800 4.44574500
LaYO3 350844 La Y 5.06900900 4.30019700
LaYO3 351642 Y La 5.06900900 4.51590900
LaZnO3 350890 Zn La 4.82654200 4.42288600
LaZnO3 352001 La Zn 4.82654200 3.88808400
LaZrO3 350914 Zr La 4.93925500 4.49168100
LaZrO3 353277 La Zr 4.93925500 4.16189700
Li2O3 350087 Li Li 4.68532900 3.54858800
LiAcO3 350525 Ac Li 4.91450600 3.87401100
LiAcO3 353499 Li Ac 4.91450600 4.50147400
LiAgO3 352832 Ag Li 4.61558500 3.63452600
LiAgO3 354142 Li Ag 4.61558500 4.01179900
LiAlO3 350912 Li Al 4.60851900 3.64809600
LiAlO3 355014 Al Li 4.60851900 3.45033200
LiAsO3 349999 Li As 4.68465000 3.64060800
LiAsO3 351096 As Li 4.68465000 3.57578000
LiAuO3 351187 Au Li 4.61410100 3.62930600
LiAuO3 353627 Li Au 4.61410100 4.01958500
LiBeO3 352762 Li Be 4.47081500 3.41166100
LiBeO3 354804 Be Li 4.47081500 3.43882500
LiBiO3 355000 Bi Li 4.88609500 3.73738300
LiBiO3 355237 Li Bi 4.88609500 4.14529400
LiBO3 351147 Li B 4.46384600 3.27132300
LiBO3 351227 B Li 4.46384600 3.44203500
LiCaO3 351735 Ca Li 4.99302800 3.67471300
LiCaO3 353049 Li Ca 4.99302800 4.30603000
LiCdO3 351334 Cd Li 4.68375400 3.67628300
LiCdO3 353259 Li Cd 4.68375400 4.11458700
LiCeO3 354261 Ce Li 4.87185400 3.77615500
LiCeO3 354878 Li Ce 4.87185400 4.56293800
LiCoO3 353305 Li Co 4.51956200 3.66521700
LiCoO3 354574 Co Li 4.51956200 3.51722700
LiCrO3 353823 Li Cr 4.53631100 3.67506600
LiCrO3 354800 Cr Li 4.53631100 3.54103100
LiCuO3 351321 Cu Li 4.53146500 3.52088400
LiCuO3 353234 Li Cu 4.53146500 3.68661900
LiDyO3 354457 Dy Li 4.83211400 3.63232500
LiDyO3 354816 Li Dy 4.83211400 4.34221900
LiErO3 350012 Li Er 4.81888300 4.30406200
LiErO3 350445 Er Li 4.81888300 3.61105500
LiEuO3 352037 Li Eu 5.05786900 4.43430300
LiEuO3 355139 Eu Li 5.05786900 3.71430900
LiFeO3 351443 Fe Li 4.53146900 3.50256800
LiFeO3 354484 Li Fe 4.53146900 3.69091100
LiGaO3 351480 Li Ga 4.65502000 3.80956400
LiGaO3 351550 Ga Li 4.65502000 3.52430100
LiGdO3 352020 Gd Li 4.85362600 3.65617700
LiGdO3 354236 Li Gd 4.85362600 4.39043400
LiGeO3 352407 Ge Li 4.70161400 3.56375100
LiGeO3 353140 Li Ge 4.70161400 3.69237800
LiHfO3 350960 Li Hf 4.69569300 4.08090000
LiHfO3 353246 Hf Li 4.69569300 3.47121500
LiHgO3 350201 Li Hg 4.73084900 4.14370000
LiHgO3 353068 Hg Li 4.73084900 3.71268600
LiHoO3 351649 Li Ho 4.82610700 4.32062700
LiHoO3 354879 Ho Li 4.82610700 3.62158900
LiInO3 352345 Li In 4.75263700 4.12360400
LiInO3 354000 In Li 4.75263700 3.61747600
LiIrO3 354600 Li Ir 4.56962500 3.84778600
LiIrO3 355104 Ir Li 4.56962500 3.47763700
LiLaO3 351756 Li La 4.91593400 4.35953300
LiLaO3 355046 La Li 4.91593400 3.77562300
LiLuO3 350286 Lu Li 4.80291600 3.58180300
LiLuO3 351856 Li Lu 4.80291600 4.24362100
LiMgO3 353554 Mg Li 4.71006000 3.54697800
LiMgO3 354251 Li Mg 4.71006000 3.84472300
LiMnO3 352011 Li Mn 4.53931900 3.70836600
LiMnO3 352100 Mn Li 4.53931900 3.57311500
LiMoO3 351988 Li Mo 4.59254200 3.86600300
LiMoO3 353907 Mo Li 4.59254200 3.42305700
LiNbO3 352055 Nb Li 4.63031000 3.43722100
LiNbO3 353910 Li Nb 4.63031000 3.96211000
LiNdO3 352021 Li Nd 4.86926000 4.50312100
LiNdO3 353116 Nd Li 4.86926000 3.72648100
LiNiO3 354001 Ni Li 4.51778100 3.69608300
LiNiO3 354943 Li Ni 4.51778100 3.65495300
LiNpO3 350597 Np Li 4.64954400 3.63149000
LiNpO3 353665 Li Np 4.64954400 4.26524200
LiOsO3 350305 Li Os 4.56679600 3.82837100
LiOsO3 355127 Os Li 4.56679600 3.44327500
LiPaO3 351141 Pa Li 4.73603500 3.59788600
LiPaO3 351700 Li Pa 4.73603500 4.35256800
LiPbO3 352061 Li Pb 4.81457400 4.21805500
LiPbO3 352677 Pb Li 4.81457400 3.72666600
LiPdO3 353150 Pd Li 4.57844100 3.54745600
LiPdO3 354690 Li Pd 4.57844100 3.90326100
LiPmO3 352053 Li Pm 4.85491300 4.47447100
LiPmO3 353030 Pm Li 4.85491300 3.70428200
LiPrO3 350480 Li Pr 4.87436500 4.53009400
LiPrO3 350485 Pr Li 4.87436500 3.74888800
LiPtO3 350992 Li Pt 4.58468900 3.91745200
LiPtO3 353740 Pt Li 4.58468900 3.53314300
LiPuO3 352405 Li Pu 4.66762400 4.26969100
LiPuO3 352864 Pu Li 4.66762400 3.62651800
LiReO3 350405 Re Li 4.57857200 3.42079200
LiReO3 353687 Li Re 4.57857200 3.84483700
LiRhO3 350922 Li Rh 4.56357400 3.85470500
LiRhO3 352353 Rh Li 4.56357400 3.49222200
LiRuO3 351955 Li Ru 4.56034000 3.81507900
LiRuO3 354591 Ru Li 4.56034000 3.45668400
LiSbO3 350128 Sb Li 4.81327300 3.62744500
LiSbO3 352552 Li Sb 4.81327300 3.89849500
LiScO3 350705 Sc Li 4.73625300 3.52719700
LiScO3 353895 Li Sc 4.73625300 4.07004800
LiSiO3 352640 Si Li 4.66145800 3.47342300
LiSiO3 354957 Li Si 4.66145800 3.47702800
LiSmO3 352099 Sm Li 4.85543500 3.69036300
LiSmO3 352332 Li Sm 4.85543500 4.45496900
LiSnO3 351208 Li Sn 4.76689300 4.02887500
LiSnO3 353559 Sn Li 4.76689300 3.60317100
LiTaO3 351802 Li Ta 4.63093500 3.93842400
LiTaO3 352711 Ta Li 4.63093500 3.41170200
LiTbO3 352839 Li Tb 4.83937700 4.36485500
LiTbO3 353191 Tb Li 4.83937700 3.63765000
LiTcO3 353630 Li Tc 4.56966500 3.82434100
LiTcO3 354786 Tc Li 4.56966500 3.48006900
LiTeO3 353449 Te Li 4.86668100 3.61500400
LiTeO3 354022 Li Te 4.86668100 4.01075600
LiThO3 350712 Th Li 4.85082500 3.71913700
LiThO3 355263 Li Th 4.85082500 4.47828100
LiTiO3 350942 Ti Li 4.62261900 3.42492500
LiTiO3 352522 Li Ti 4.62261900 3.84143000
LiTlO3 354090 Tl Li 4.79008000 3.71151800
LiTlO3 354204 Li Tl 4.79008000 4.19639600
LiTmO3 353429 Li Tm 4.81112500 4.28110500
LiTmO3 354685 Tm Li 4.81112500 3.59759700
LiUO3 350253 U Li 4.67428200 3.60874200
LiUO3 351951 Li U 4.67428200 4.29618100
LiVO3 353063 V Li 4.56477500 3.49360900
LiVO3 354019 Li V 4.56477500 3.69807400
LiWO3 352975 W Li 4.59675400 3.40433500
LiYbO3 351050 Li Yb 4.96673400 4.17501200
LiYbO3 353096 Yb Li 4.96673400 3.60803700
LiYO3 352310 Li Y 4.85306800 4.36718100
LiYO3 354157 Y Li 4.85306800 3.64381400
LiZnO3 353137 Li Zn 4.58663500 3.80644800
LiZnO3 354256 Zn Li 4.58663500 3.54667800
LiZrO3 352349 Zr Li 4.71098400 3.50412300
LiZrO3 355266 Li Zr 4.71098400 4.14287300
Lu2O3 351264 Lu Lu 4.91501100 4.13419200
LuAgO3 352339 Lu Ag 4.73661700 3.99757600
LuAgO3 353791 Ag Lu 4.73661700 4.25160000
LuAlO3 351752 Al Lu 4.72990900 4.15452600
LuAlO3 353026 Lu Al 4.72990900 3.64855600
LuAsO3 351058 As Lu 4.80227000 4.17303300
LuAsO3 353233 Lu As 4.80227000 3.97236800
LuAuO3 350112 Lu Au 4.73520900 4.07731600
LuAuO3 353619 Au Lu 4.73520900 4.23153500
LuBeO3 351875 Be Lu 4.59948600 4.14963600
LuBeO3 354348 Lu Be 4.59948600 3.48833200
LuBiO3 350270 Bi Lu 4.99453000 4.19951900
LuBiO3 353210 Lu Bi 4.99453000 4.35702100
LuBO3 351903 B Lu 4.59290200 4.22945200
LuBO3 354789 Lu B 4.59290200 3.40577500
LuCdO3 351173 Lu Cd 4.80141800 4.07059600
LuCdO3 354904 Cd Lu 4.80141800 4.19878100
LuCoO3 351571 Lu Co 4.64558400 3.66032800
LuCoO3 354897 Co Lu 4.64558400 4.16365800
LuCrO3 352603 Cr Lu 4.66144100 4.19902900
LuCrO3 354775 Lu Cr 4.66144100 3.79611100
LuCuO3 352093 Lu Cu 4.65685300 3.69913800
LuCuO3 353671 Cu Lu 4.65685300 4.21854100
LuFeO3 352842 Lu Fe 4.65685700 3.81472600
LuFeO3 353129 Fe Lu 4.65685700 4.41187500
LuGaO3 350726 Ga Lu 4.77408700 4.24284400
LuGaO3 351255 Lu Ga 4.77408700 3.77519100
LuGeO3 351472 Ge Lu 4.81841700 4.18959900
LuGeO3 354588 Lu Ge 4.81841700 3.83950200
LuHfO3 350693 Hf Lu 4.81278100 4.11729300
LuHfO3 351672 Lu Hf 4.81278100 4.06566200
LuHgO3 350964 Hg Lu 4.84626400 4.23599500
LuHgO3 353020 Lu Hg 4.84626400 4.16923900
LuInO3 352550 In Lu 4.86703400 4.20001600
LuInO3 354910 Lu In 4.86703400 4.07646500
